date,opponent,inning,pitcher,p_class,batter,b_class,P,result,before
2017-04-01,한화,9말,정우람,A,1 김인태,B,1-0,중견수 뜬공,1사  4:4
2017-04-02,한화,9말,정우람,A,5 김인태,B,2-2,김인태/11098 : 삼진 아웃,무사  3:3
2017-04-06,kt,7초,장시환,A,8 김인태,B,1-3,볼넷,1사  1:2
2017-04-07,넥센,9말,이보근,A,3 김인태,B,2-1,유격수 뜬공,1사  7:3
2017-04-08,넥센,1말,오설리반,A,2 김인태,B,0-2,우익수 뜬공,무사 2루 3:0
2017-04-08,넥센,2말,오설리반,A,2 김인태,B,2-1,1루수 땅볼,1사 만루 5:2
2017-04-08,넥센,4말,한현희,A,2 김인태,B,0-0,유격수 땅볼,무사  5:7
2017-04-08,넥센,6말,한현희,A,2 김인태,B,2-3,김인태/11098 : 삼진 아웃,1사 1루 5:7
2017-04-08,넥센,8말,이보근,A,2 김인태,B,2-3,중견수 뜬공,"2사 1,3루 10:7"
2017-04-09,넥센,2말,최원태,A,6 김인태,B,0-0,중견수 뜬공,2사  10:0
2017-04-09,넥센,5말,최원태,A,6 김인태,B,2-0,2루수 땅볼,1사 1루 13:0
2017-04-09,넥센,7말,최원태,A,6 김인태,B,0-0,우익수 홈런,1사 1루 13:0
2017-04-09,넥센,9말,양훈,A,6 김인태,B,1-3,중견수 뜬공,1사  13:2
2017-04-11,KIA,7말,김윤동,A,1 김인태,B,2-1,2루수 땅볼,2사  4:15
2017-04-13,KIA,3말,헥터,A,8 김인태,B,2-0,1루수 땅볼,무사  0:0
2017-04-13,KIA,4말,헥터,A,8 김인태,B,2-0,김인태/11098 : 삼진 아웃,"2사 1,2루 3:0"
2017-04-13,KIA,7말,헥터,A,8 김인태,B,2-1,1루수 땅볼,무사  3:0
2017-04-13,KIA,9말,한승혁,A,8 김인태,B,1-1,중견수 안타,무사 1루 4:2
2017-04-14,NC,2초,배재환,A,8 김인태,B,2-2,우익수 뜬공,무사 1루 1:1
2017-04-14,NC,3초,배재환,A,8 김인태,B,1-2,중견수 뜬공,"1사 1,2루 3:1"
2017-04-15,NC,4초,강장산,A,5 김인태,B,2-2,김인태/11098 : 삼진 아웃,1사  8:1
2017-04-15,NC,6초,강장산,A,5 김인태,B,1-1,1루수 땅볼,2사  8:1
2017-04-15,NC,9초,이민호,A,5 김인태,B,0-0,유격수 땅볼,무사  8:2
2017-07-18,SK,3초,다이아몬드,A,9 김인태,B,0-1,1루수 땅볼,1사  0:0
2017-07-18,SK,6초,다이아몬드,A,9 김인태,B,2-1,중견수 2루타,무사  0:0
2017-07-18,SK,8초,다이아몬드,A,9 김인태,B,2-0,중견수 뜬공,무사 1루 2:3
2017-07-18,SK,9초,서진용,A,9 김인태,B,2-2,김인태/11098 : 삼진 아웃,"1사 1,3루 6:3"
2017-07-19,SK,3초,켈리,A,9 김인태,B,2-0,우익수 안타,무사  0:3
2017-07-19,SK,5초,켈리,A,9 김인태,B,2-3,김인태/11098 : 삼진 아웃,2사 2루 0:5
2017-07-19,SK,7초,켈리,A,9 김인태,B,1-2,김인태/11098 : 중견수 직선타 아웃,1사 1루 1:12
2017-07-19,SK,8초,임준혁,A,9 김인태,B,0-0,2루수 땅볼,"2사 2,3루 4:12"
2017-07-20,SK,3초,박종훈,A,9 김인태,B,2-0,김인태/11098 : 삼진 아웃,1사  1:1
2017-07-20,SK,6초,박종훈,A,9 김인태,B,2-2,우익수 안타,무사  2:1
2017-07-27,kt,8초,이상화,A,8 김인태,B,2-2,김인태/11098 : 삼진 아웃,2사  5:3
