date,opponent,inning,pitcher,p_class,batter,b_class,P,result,before
2017-03-31,KIA,8말,심동섭,A,9 배영섭,B,2-1,배영섭/10337 : 삼진 아웃,무사  6:1
2017-04-01,KIA,9말,고효준,A,1 배영섭,B,1-1,우익수 안타,1사 1루 7:3
2017-04-01,KIA,10말,심동섭,A,1 배영섭,B,2-1,배영섭/10337 : 삼진 아웃,1사  9:7
2017-04-04,LG,8초,김대현,A,7 배영섭,B,2-1,배영섭/10337 : 삼진 아웃,2사 1루 0:11
2017-04-06,LG,9초,정찬헌,A,2 배영섭,B,1-0,우익수 뜬공,무사  0:4
2017-04-08,kt,7초,엄상백,A,9 배영섭,B,2-3,볼넷,2사 3루 0:1
2017-04-09,kt,9초,피어밴드,A,7 배영섭,B,2-1,배영섭/10337 : 삼진 아웃,무사  0:3
2017-04-12,한화,9말,정우람,A,6 배영섭,B,2-3,2루수 뜬공,무사  5:1
2017-04-13,한화,7말,박정진,A,9 배영섭,B,0-0,유격수 땅볼,"2사 1,3루 1:1"
2017-04-14,롯데,2초,박진형,A,7 배영섭,B,1-3,볼넷,2사 1루 0:4
2017-04-14,롯데,4초,박진형,A,7 배영섭,B,0-0,좌익수 홈런,"1사 1,2루 1:4"
2017-04-14,롯데,6초,박진형,A,7 배영섭,B,2-3,유격수 땅볼,1사 2루 4:4
2017-04-14,롯데,7초,배장호,A,7 배영섭,B,2-1,배영섭/10337 : 삼진 아웃,2사 만루 5:4
2017-04-15,롯데,1초,애디튼,A,2 배영섭,B,2-2,3루수 땅볼,1사  0:0
2017-04-15,롯데,3초,애디튼,A,2 배영섭,B,2-1,우익수 안타,무사  1:1
2017-04-15,롯데,5초,애디튼,A,2 배영섭,B,2-1,2루수 땅볼,2사  1:3
2017-04-16,롯데,1초,박세웅,A,2 배영섭,B,0-1,우익수 안타,무사 1루 0:0
2017-04-16,롯데,3초,박세웅,A,2 배영섭,B,0-1,우익수 뜬공,2사  0:0
2017-04-16,롯데,6초,박세웅,A,2 배영섭,B,2-2,배영섭/10337 : 3루수 직선타 아웃,무사  0:0
2017-04-19,두산,8초,이현승,A,9 배영섭,B,2-0,우익수 땅볼,"1사 1,2루 0:1"
2017-04-20,두산,7초,유희관,A,8 배영섭,B,2-0,투수 땅볼,무사  2:2
2017-04-21,NC,9말,김진성,A,9 배영섭,B,2-3,배영섭/10337 : 삼진 아웃,2사 3루 4:4
2017-04-22,NC,8말,이형범,A,6 배영섭,B,2-2,배영섭/10337 : 삼진 아웃,1사  14:6
2017-04-23,NC,9말,임창민,A,8 배영섭,B,2-2,배영섭/10337 : 삼진 아웃,무사  6:3
2017-04-25,KIA,8초,고효준,A,5 배영섭,B,2-2,2루수 땅볼,1사  3:10
2017-04-26,KIA,8초,심동섭,A,1 배영섭,B,2-0,배영섭/10337 : 삼진 아웃,무사  0:6
2017-04-27,KIA,1초,팻딘,A,1 배영섭,B,2-1,좌익수 2루타,무사  0:0
2017-04-27,KIA,2초,팻딘,A,1 배영섭,B,2-0,투수 땅볼,2사 1루 1:0
2017-04-27,KIA,4초,팻딘,A,1 배영섭,B,0-0,좌익수 안타,2사 1루 2:9
2017-04-27,KIA,6초,팻딘,A,1 배영섭,B,1-3,우익수 뜬공,"무사 1,2루 5:13"
2017-04-27,KIA,7초,한승혁,A,1 배영섭,B,2-3,1루수 땅볼,"2사 1,2루 8:16"
2017-04-28,SK,9말,박희수,A,2 배영섭,B,1-0,유격수 병살타,무사 1루 7:5
2017-04-29,SK,6말,켈리,A,8 배영섭,B,0-1,몸에 맞는 볼,1사 3루 1:2
2017-04-30,SK,1말,다이아몬드,A,2 배영섭,B,1-0,중견수 안타,1사  0:0
2017-04-30,SK,2말,다이아몬드,A,2 배영섭,B,2-3,2루수 땅볼,"2사 1,2루 2:1"
2017-04-30,SK,4말,다이아몬드,A,2 배영섭,B,1-2,2루수 땅볼,2사 1루 7:1
2017-04-30,SK,7말,박희수,A,2 배영섭,B,0-1,우익수 뜬공,무사  11:2
2017-04-30,SK,9말,임준혁,A,2 배영섭,B,2-2,좌익수 뜬공,1사  13:2
2017-05-02,두산,9말,이용찬,A,8 배영섭,B,1-0,좌익수 뜬공,"1사 1,2루 5:2"
2017-05-03,두산,9말,김강률,A,9 배영섭,B,2-1,중견수 뜬공,무사  10:4
2017-05-06,NC,8초,이형범,A,3 배영섭,B,2-1,유격수 땅볼,무사  12:1
2017-05-11,LG,9말,신정락,A,9 배영섭,B,0-0,좌익수 안타,1사  8:5
2017-05-12,넥센,2말,밴헤켄,A,9 배영섭,B,2-1,배영섭/10337 : 삼진 아웃,1사 1루 1:2
2017-05-12,넥센,4말,밴헤켄,A,9 배영섭,B,0-0,3루수 병살타,1사 1루 1:3
2017-05-13,넥센,9말,이보근,A,7 배영섭,B,2-1,유격수 땅볼,1사  5:4
2017-05-17,SK,9초,허건엽,A,5 배영섭,B,2-3,투수 땅볼,2사  5:2
2017-05-23,kt,9말,류희운,A,6 배영섭,B,2-3,우익수 안타,2사  12:3
2017-05-24,kt,10말,홍성용,A,2 배영섭,B,2-3,중견수 안타,"1사 1,2루 9:5"
2017-05-25,kt,1말,정대현,A,2 배영섭,B,1-0,우익수 뜬공,무사 2루 0:0
2017-05-25,kt,3말,정대현,A,2 배영섭,B,1-2,투수 땅볼,1사  0:1
2017-05-25,kt,5말,정대현,A,2 배영섭,B,1-1,우익수 안타,무사 2루 0:3
2017-05-25,kt,7말,배제성,A,2 배영섭,B,2-3,중견수 뜬공,무사  0:6
2017-05-26,넥센,9초,오윤성,A,9 배영섭,B,1-2,3루수 땅볼 실책[실책포함],무사  3:18
2017-05-28,넥센,2초,김성민,A,7 배영섭,B,0-2,중견수 2루타,2사  0:0
2017-05-28,넥센,4초,김성민,A,7 배영섭,B,2-1,배영섭/10337 : 삼진 아웃,무사 1루 0:0
2017-05-28,넥센,5초,금민철,A,7 배영섭,B,1-3,볼넷,"2사 2,3루 2:0"
2017-05-28,넥센,8초,김상수,A,7 배영섭,B,2-2,3루수 땅볼,무사  2:2
2017-05-30,롯데,9말,손승락,A,8 배영섭,B,2-0,1루수 땅볼,2사  1:0
2017-05-31,롯데,8말,이명우,A,8 배영섭,B,2-2,몸에 맞는 볼,1사  3:11
2017-06-01,롯데,1말,애디튼,A,1 배영섭,B,0-0,배영섭/10337 : 유격수 직선타 아웃,무사  0:0
2017-06-01,롯데,3말,애디튼,A,1 배영섭,B,1-1,좌익수 안타[실책포함],2사 2루 0:0
2017-06-01,롯데,5말,애디튼,A,1 배영섭,B,2-0,우익수 뜬공,"무사 1,2루 1:3"
2017-06-01,롯데,6말,윤길현,A,1 배영섭,B,2-2,1루수 파울 뜬공,1사 3루 1:8
2017-06-01,롯데,8말,김유영,A,1 배영섭,B,1-1,좌익수 2루타,1사 1루 2:10
2017-06-02,KIA,1말,김진우,A,1 배영섭,B,1-1,3루수 내야안타,무사  1:0
2017-06-02,KIA,2말,김진우,A,1 배영섭,B,1-3,볼넷,"2사 1,3루 1:2"
2017-06-02,KIA,4말,고효준,A,1 배영섭,B,2-1,좌익수 안타,무사  1:4
2017-06-02,KIA,6말,고효준,A,1 배영섭,B,1-2,좌익수 안타,무사  1:4
2017-06-02,KIA,8말,남재현,A,1 배영섭,B,1-2,우익수 안타,무사 1루 1:4
2017-06-03,KIA,1말,팻딘,A,1 배영섭,B,2-2,배영섭/10337 : 삼진 아웃,무사  0:0
2017-06-03,KIA,3말,팻딘,A,1 배영섭,B,1-1,좌익수 2루타,1사  1:0
2017-06-03,KIA,5말,팻딘,A,1 배영섭,B,0-1,중견수 2루타,1사  5:1
2017-06-03,KIA,7말,김윤동,A,1 배영섭,B,1-2,우익수 홈런,1사  5:3
2017-06-03,KIA,8말,심동섭,A,1 배영섭,B,0-3,고의4구,2사 2루 5:5
2017-06-03,KIA,10말,임창용,A,1 배영섭,B,1-2,중견수 안타,1사 1루 5:5
2017-06-04,KIA,1말,정용운,A,1 배영섭,B,1-1,몸에 맞는 볼,무사  2:0
2017-06-04,KIA,2말,정용운,A,1 배영섭,B,1-0,3루수 땅볼,"2사 1,3루 2:0"
2017-06-04,KIA,5말,정용운,A,1 배영섭,B,2-3,볼넷,무사  11:1
2017-06-04,KIA,6말,남재현,A,1 배영섭,B,2-2,우익수 뜬공,"2사 1,2루 11:2"
2017-06-04,KIA,8말,심동섭,A,1 배영섭,B,2-0,중견수 안타,1사 1루 13:3
2017-06-06,두산,1초,장원준,A,1 배영섭,B,2-1,배영섭/10337 : 삼진 아웃,무사  0:0
2017-06-06,두산,2초,장원준,A,1 배영섭,B,2-2,2루수 뜬공,2사 2루 1:0
2017-06-06,두산,5초,장원준,A,1 배영섭,B,2-0,중견수 2루타,1사  1:4
2017-06-06,두산,6초,장원준,A,1 배영섭,B,1-3,볼넷,2사 2루 3:7
2017-06-06,두산,8초,이현승,A,1 배영섭,B,1-3,볼넷,무사 2루 5:7
2017-06-06,두산,9초,이용찬,A,1 배영섭,B,1-0,투수 희생번트,무사 1루 10:10
2017-06-07,두산,1초,유희관,A,1 배영섭,B,2-1,우익수 뜬공,무사  0:0
2017-06-07,두산,2초,유희관,A,1 배영섭,B,0-2,유격수 땅볼,2사 2루 3:3
2017-06-07,두산,5초,유희관,A,1 배영섭,B,0-0,우익수 뜬공,1사 1루 3:7
2017-06-07,두산,7초,김승회,A,1 배영섭,B,1-0,우익수 뜬공,무사 2루 7:9
2017-06-27,KIA,7초,고효준,A,9 배영섭,B,1-3,볼넷,1사  3:10
2017-06-27,KIA,9초,김광수,A,9 배영섭,B,0-0,우익수 2루타,2사  3:11
2017-06-28,KIA,7초,헥터,A,9 배영섭,B,2-1,좌익수 안타,2사 2루 2:8
2017-06-28,KIA,9초,한승혁,A,9 배영섭,B,1-2,좌익수 뜬공,무사  4:13
2017-06-29,KIA,1초,팻딘,A,1 배영섭,B,2-0,배영섭/10337 : 삼진 아웃,무사  0:0
2017-06-29,KIA,4초,팻딘,A,1 배영섭,B,2-0,배영섭/10337 : 삼진 아웃,무사  0:19
2017-06-29,KIA,6초,팻딘,A,1 배영섭,B,1-2,중견수 뜬공,1사  1:19
2017-06-29,KIA,9초,김광수,A,1 배영섭,B,2-2,배영섭/10337 : 삼진 아웃,무사 1루 1:22
2017-06-30,SK,7초,김주한,A,7 배영섭,B,2-1,2루수 땅볼,"1사 1,2루 5:5"
2017-07-01,SK,8초,박정배,A,9 배영섭,B,2-1,2루수 땅볼,"무사 2,3루 0:2"
2017-07-04,롯데,8말,윤길현,A,2 배영섭,B,0-0,유격수 땅볼,1사 만루 2:3
2017-07-05,롯데,1말,애디튼,A,2 배영섭,B,2-2,삼진,1사  0:0
2017-07-05,롯데,3말,애디튼,A,2 배영섭,B,2-1,우익수 뜬공,1사 1루 1:2
2017-07-05,롯데,5말,애디튼,A,2 배영섭,B,2-3,중견수 안타,2사 1루 1:2
2017-07-05,롯데,7말,장시환,A,2 배영섭,B,1-1,중견수 안타,"1사 2,3루 3:2"
2017-07-06,롯데,1말,레일리,A,2 배영섭,B,0-2,유격수 땅볼,무사 1루 0:0
2017-07-06,롯데,3말,레일리,A,2 배영섭,B,1-0,투수 땅볼,무사  3:0
2017-07-06,롯데,5말,레일리,A,2 배영섭,B,1-1,좌익수 2루타,2사 1루 4:0
2017-07-06,롯데,7말,레일리,A,2 배영섭,B,1-0,우익수 2루타,"2사 1,2루 4:0"
2017-07-06,롯데,9말,손승락,A,2 배영섭,B,1-0,유격수 병살타,1사 1루 4:2
2017-07-07,넥센,1말,금민철,A,2 배영섭,B,2-0,3루수 땅볼,1사  0:0
2017-07-07,넥센,3말,금민철,A,2 배영섭,B,1-1,좌익수 안타,1사  4:0
2017-07-07,넥센,5말,금민철,A,2 배영섭,B,2-1,좌익수 뜬공,"1사 1,2루 4:0"
2017-07-07,넥센,7말,오주원,A,2 배영섭,B,1-0,2루수 땅볼,1사 1루 8:2
2017-07-07,넥센,9말,오주원,A,2 배영섭,B,1-0,유격수 내야안타,1사 1루 9:2
2017-07-08,넥센,1말,김성민,A,2 배영섭,B,0-0,우익수 안타,무사 1루 2:0
2017-07-08,넥센,2말,신재영,A,2 배영섭,B,0-0,유격수 땅볼,무사  2:5
2017-07-08,넥센,4말,신재영,A,2 배영섭,B,0-0,포수 희생번트,무사 2루 2:5
2017-07-08,넥센,5말,정대현,A,2 배영섭,B,2-2,배영섭/10337 : 삼진 아웃,2사 1루 8:8
2017-07-08,넥센,8말,김세현,A,2 배영섭,B,2-1,삼진,무사  10:8
2017-07-11,kt,1초,피어밴드,A,2 배영섭,B,2-2,좌익수 홈런,1사  0:0
2017-07-11,kt,4초,피어밴드,A,2 배영섭,B,2-3,투수 땅볼,무사  1:0
2017-07-11,kt,6초,피어밴드,A,2 배영섭,B,2-1,3루수 내야안타,무사  2:2
2017-07-11,kt,8초,심재민,A,2 배영섭,B,1-3,볼넷,무사  3:2
2017-07-12,kt,1초,고영표,A,2 배영섭,B,2-1,우익수 안타,무사 2루 0:0
2017-07-12,kt,3초,고영표,A,2 배영섭,B,1-0,배영섭/10337 : 투수 직선타 아웃,1사 2루 0:1
2017-07-12,kt,5초,고영표,A,2 배영섭,B,0-1,우익수 2루타,1사 1루 3:1
2017-07-12,kt,7초,류희운,A,2 배영섭,B,2-2,2루수 땅볼,무사 2루 6:1
2017-07-12,kt,8초,조무근,A,2 배영섭,B,0-0,우익수 희생플라이,무사 만루 9:1
2017-07-13,kt,1초,로치,A,2 배영섭,B,2-3,우익수 뜬공,무사 1루 0:0
2017-07-13,kt,3초,로치,A,2 배영섭,B,0-1,투수 내야안타,무사  1:1
2017-07-13,kt,4초,로치,A,2 배영섭,B,0-0,우익수 뜬공,2사 1루 2:1
2017-07-13,kt,6초,심재민,A,2 배영섭,B,2-3,좌익수 뜬공,2사 2루 2:1
2017-07-13,kt,8초,김재윤,A,2 배영섭,B,0-0,좌익수 3루타,"1사 1,3루 3:3"
2017-07-18,롯데,1초,레일리,A,5 배영섭,B,2-3,1루수 땅볼,"2사 2,3루 0:0"
2017-07-18,롯데,4초,레일리,A,5 배영섭,B,1-0,유격수 병살타,1사 1루 0:0
2017-07-18,롯데,7초,레일리,A,5 배영섭,B,2-3,포수 파울 뜬공,무사  2:2
2017-07-20,롯데,1초,박세웅,A,2 배영섭,B,0-2,유격수 뜬공,1사  0:0
2017-07-20,롯데,3초,박세웅,A,2 배영섭,B,2-2,배영섭/10337 : 삼진 아웃,무사 1루 2:1
2017-07-20,롯데,5초,박세웅,A,2 배영섭,B,2-1,배영섭/10337 : 삼진 아웃,무사  4:2
2017-07-20,롯데,7초,박세웅,A,2 배영섭,B,2-3,2루수 뜬공,"1사 1,2루 4:3"
2017-07-21,LG,1말,차우찬,A,2 배영섭,B,2-3,배영섭/10337 : 삼진 아웃,1사  0:0
2017-07-21,LG,4말,차우찬,A,2 배영섭,B,2-1,2루수 뜬공,1사  1:0
2017-07-21,LG,6말,차우찬,A,2 배영섭,B,0-0,좌익수 뜬공,1사 1루 1:1
2017-07-23,LG,8말,최성훈,A,2 배영섭,B,0-0,2루수 뜬공,"1사 1,3루 6:8"
2017-07-26,NC,8말,임정호,A,5 배영섭,B,2-1,좌익수 안타,1사  1:5
2017-07-27,NC,9말,김진성,A,3 배영섭,B,0-0,유격수 뜬공,1사 1루 7:0
2017-07-29,넥센,7초,김성민,A,8 배영섭,B,2-2,좌익수 2루타,1사  0:12
2017-07-29,넥센,9초,하영민,A,8 배영섭,B,2-2,좌익수 뜬공,무사  1:14
2017-07-30,넥센,8초,오주원,A,2 배영섭,B,2-3,좌익수 안타,무사  2:9
2017-08-01,두산,1말,함덕주,A,1 배영섭,B,2-2,배영섭/10337 : 삼진 아웃,무사  2:0
2017-08-01,두산,2말,함덕주,A,1 배영섭,B,2-2,중견수 안타,"2사 1,2루 5:0"
2017-08-01,두산,4말,함덕주,A,1 배영섭,B,2-2,2루수 뜬공,2사 1루 6:2
2017-08-01,두산,7말,이현승,A,1 배영섭,B,1-1,우익수 뜬공,무사 1루 12:2
2017-08-01,두산,8말,김승회,A,1 배영섭,B,2-3,유격수 땅볼,2사 2루 12:4
2017-08-02,두산,9말,이용찬,A,1 배영섭,B,2-3,배영섭/10337 : 삼진 아웃,무사 1루 5:2
2017-08-03,두산,7말,유희관,A,3 배영섭,B,0-1,중견수 안타,1사  14:4
2017-08-03,두산,9말,김성배,A,3 배영섭,B,0-2,중견수 뜬공,무사 1루 14:4
2017-08-06,NC,2초,장현식,A,6 배영섭,B,0-0,우익수 뜬공,1사 1루 0:0
2017-08-06,NC,4초,장현식,A,6 배영섭,B,2-2,3루수 땅볼,2사 1루 0:3
2017-08-11,한화,8초,김경태,A,2 배영섭,B,2-2,배영섭/10337 : 삼진 아웃,무사  2:8
2017-08-13,롯데,8말,박진형,A,9 배영섭,B,2-3,볼넷,1사  9:5
2017-08-16,넥센,2말,김성민,A,8 배영섭,B,1-2,중견수 뜬공,"1사 1,2루 3:0"
2017-08-16,넥센,4말,윤영삼,A,8 배영섭,B,2-0,2루수 땅볼,무사  6:3
2017-08-16,넥센,5말,오주원,A,8 배영섭,B,2-1,투수 내야안타,1사 1루 6:5
2017-08-16,넥센,7말,김상수,A,8 배영섭,B,2-2,삼진,2사 1루 6:5
2017-08-23,넥센,7초,오주원,A,8 배영섭,B,0-2,좌익수 안타,1사  0:3
2017-08-24,SK,6말,켈리,A,2 배영섭,B,1-3,볼넷,1사  5:4
2017-08-24,SK,8말,문광은,A,2 배영섭,B,2-2,좌익수 안타,1사  7:6
2017-08-24,SK,9말,박정배,A,2 배영섭,B,2-3,우익수 뜬공,"2사 1,2루 9:7"
2017-08-25,SK,2말,문승원,A,7 배영섭,B,2-3,3루수 땅볼,1사  1:1
2017-08-25,SK,5말,문승원,A,7 배영섭,B,2-2,배영섭/10337 : 삼진 아웃,무사  4:1
