date,opponent,inning,pitcher,p_class,batter,b_class,P,result,before
2016-04-03,SK,1초,박종훈,A,4 문상철,B,0-1,1루수 파울 뜬공,2사 1루 0:0
2016-04-03,SK,4초,박종훈,A,4 문상철,B,2-2,문상철/11333 : 삼진 아웃,무사 1루 0:2
2016-04-03,SK,6초,박종훈,A,4 문상철,B,2-0,문상철/11333 : 삼진 아웃,1사  0:2
2016-04-03,SK,7초,박민호,A,4 문상철,B,2-1,투수 땅볼,2사  5:2
2016-04-05,삼성,1말,벨레스터,A,8 문상철,B,0-1,2루수 뜬공,"2사 1,3루 0:3"
2016-04-05,삼성,3말,벨레스터,A,8 문상철,B,0-0,중견수 안타,1사 1루 1:3
2016-04-05,삼성,5말,정인욱,A,8 문상철,B,1-2,2루수 뜬공,무사  1:5
2016-04-05,삼성,6말,정인욱,A,8 문상철,B,0-1,중견수 뜬공,1사 2루 1:8
2016-04-06,삼성,2말,윤성환,A,8 문상철,B,2-3,우익수 2루타,"2사 1,2루 3:0"
2016-04-06,삼성,4말,윤성환,A,8 문상철,B,2-2,중견수 뜬공,1사 1루 7:3
2016-04-06,삼성,7말,권오준,A,8 문상철,B,0-0,좌익수 홈런,무사  11:4
2016-04-06,삼성,9말,안지만,A,8 문상철,B,2-1,문상철/11333 : 삼진 아웃,무사  11:6
2016-04-12,넥센,2초,신재영,A,7 문상철,B,2-1,문상철/11333 : 삼진 아웃,2사 1루 0:0
2016-04-12,넥센,5초,신재영,A,7 문상철,B,2-2,우익수 안타,1사  0:1
2016-04-12,넥센,7초,신재영,A,7 문상철,B,2-2,2루수 뜬공,1사 1루 1:5
2016-04-15,SK,9말,정영일,A,9 문상철,B,2-2,문상철/11333 : 삼진 아웃,2사  7:3
2016-05-05,NC,2말,이재학,A,7 문상철,B,1-2,몸에 맞는 볼,2사  6:0
2016-05-05,NC,4말,이재학,A,7 문상철,B,2-1,문상철/11333 : 삼진 아웃,무사 1루 9:0
2016-05-05,NC,6말,이재학,A,7 문상철,B,2-2,문상철/11333 : 삼진 아웃,2사  10:1
2016-05-05,NC,8말,최금강,A,7 문상철,B,2-2,문상철/11333 : 삼진 아웃,2사 1루 15:2
2016-05-07,한화,7말,장민재,A,4 문상철,B,1-1,좌익수 2루타,1사 2루 8:14
2016-05-28,넥센,2말,신재영,A,7 문상철,B,0-2,포수 파울 뜬공,1사 1루 0:0
2016-05-28,넥센,4말,신재영,A,7 문상철,B,1-0,유격수 땅볼,2사  0:0
2016-05-28,넥센,7말,신재영,A,7 문상철,B,1-1,투수 땅볼,1사 2루 1:0
2016-05-28,넥센,9말,김세현,A,7 문상철,B,0-0,유격수 땅볼,1사 1루 3:1
2016-05-29,넥센,2말,코엘로,A,7 문상철,B,1-0,1루수 땅볼,2사  0:0
2016-07-13,넥센,2말,박주현,A,7 문상철,B,2-0,삼진,1사  2:0
2016-07-13,넥센,4말,박주현,A,7 문상철,B,1-0,3루수 땅볼 실책[실책포함],2사  7:2
2016-07-13,넥센,6말,마정길,A,7 문상철,B,2-0,문상철/11333 : 삼진 아웃,무사  7:4
2016-07-19,한화,8초,장민재,A,3 문상철,B,1-1,몸에 맞는 볼,무사 2루 7:17
2016-07-21,한화,9초,정대훈,A,3 문상철,B,0-0,2루수 땅볼,1사 1루 1:8
2016-07-23,삼성,2말,플란데,A,7 문상철,B,2-2,문상철/11333 : 삼진 아웃,2사 1루 3:0
2016-07-23,삼성,5말,플란데,A,7 문상철,B,2-0,삼진,무사  5:0
2016-07-23,삼성,7말,김대우,A,7 문상철,B,0-1,중견수 안타,1사  6:2
2016-07-24,삼성,6말,윤성환,A,8 문상철,B,2-2,유격수 뜬공,"1사 1,3루 1:2"
2016-07-26,KIA,8초,김윤동,A,4 문상철,B,2-3,문상철/11333 : 삼진 아웃,2사 1루 0:9
2016-07-28,KIA,7초,김광수,A,7 문상철,B,2-0,문상철/11333 : 삼진 아웃,1사 1루 1:8
2016-07-28,KIA,9초,임창용,A,7 문상철,B,2-0,2루수 병살타,1사 1루 3:9
2016-07-31,롯데,3말,레일리,A,9 문상철,B,0-0,중견수 뜬공,무사  0:1
2016-07-31,롯데,4말,레일리,A,9 문상철,B,1-0,유격수 땅볼,2사 1루 0:1
2016-08-14,NC,5초,스튜어트,A,6 문상철,B,2-1,우익수 뜬공,2사  4:5
2016-08-14,NC,7초,원종현,A,6 문상철,B,2-1,문상철/11333 : 삼진 아웃,2사 1루 4:5
2016-08-14,NC,9초,이민호,A,6 문상철,B,1-0,우익수 안타,2사  6:5
2016-08-16,KIA,9초,곽정철,A,7 문상철,B,1-0,우익수 2루타,무사  7:3
2016-08-18,삼성,2말,김기태,A,8 문상철,B,0-0,좌익수 안타,1사 1루 0:1
2016-08-18,삼성,4말,장원삼,A,8 문상철,B,1-2,좌익수 2루타,무사  2:5
2016-08-18,삼성,5말,장원삼,A,8 문상철,B,2-0,우익수 뜬공,2사 만루 2:5
2016-08-18,삼성,8말,권오준,A,8 문상철,B,0-0,좌익수 뜬공,무사  10:5
2016-08-19,삼성,3말,정인욱,A,8 문상철,B,1-3,볼넷,1사 1루 9:6
2016-08-19,삼성,5말,권오준,A,8 문상철,B,1-0,문상철/11333 : 좌익수 직선타 아웃,무사 1루 9:6
2016-08-19,삼성,7말,김대우,A,8 문상철,B,1-0,유격수 병살타,1사 1루 11:6
2016-08-20,한화,2말,송은범,A,8 문상철,B,2-3,볼넷,무사  3:2
2016-08-20,한화,3말,심수창,A,8 문상철,B,2-2,문상철/11333 : 삼진 아웃,2사  3:5
2016-08-20,한화,6말,송창식,A,8 문상철,B,0-0,중견수 뜬공,무사  4:5
2016-08-20,한화,8말,권혁,A,8 문상철,B,2-0,우익수 2루타,무사  5:6
2016-08-21,한화,2말,윤규진,A,8 문상철,B,0-1,좌익수 2루타,"2사 1,2루 4:0"
2016-08-21,한화,4말,윤규진,A,8 문상철,B,2-2,좌익수 뜬공,무사 1루 5:3
2016-08-21,한화,6말,송창식,A,8 문상철,B,1-0,우익수 뜬공,1사  7:3
2016-08-21,한화,7말,심수창,A,8 문상철,B,2-1,2루수 땅볼,"2사 1,2루 7:5"
2016-08-23,롯데,1초,박시영,A,7 문상철,B,2-3,볼넷,"2사 1,2루 2:0"
2016-08-23,롯데,3초,박시영,A,7 문상철,B,2-2,문상철/11333 : 삼진 아웃,2사 1루 3:1
2016-08-23,롯데,6초,이성민,A,7 문상철,B,1-3,볼넷,무사  3:4
2016-08-26,SK,2말,박종훈,A,7 문상철,B,2-1,문상철/11333 : 삼진 아웃,무사 1루 0:1
2016-08-26,SK,3말,박종훈,A,7 문상철,B,0-0,우익수 뜬공,1사 1루 0:3
2016-08-26,SK,5말,김주한,A,7 문상철,B,0-0,포수 파울 뜬공,"무사 1,3루 1:4"
2016-08-26,SK,7말,박민호,A,7 문상철,B,2-2,2루수 땅볼,2사  1:5
