date,opponent,inning,pitcher,p_class,batter,b_class,P,result,before
2017-09-02,SK,7말,서진용,A,8 김만수,B,0-0,좌익수 안타,1사  12:1
2017-09-02,SK,9말,정영일,A,8 김만수,B,2-0,김만수/12646 : 삼진 아웃,무사  15:5
2017-09-12,넥센,10초,윤영삼,A,7 김만수,B,2-3,3루수 땅볼,"2사 1,2루 3:2"
2017-09-16,KIA,9초,남재현,A,7 김만수,B,0-1,좌익수 뜬공,"1사 1,2루 1:17"
2017-09-28,LG,7말,임정우,A,6 김만수,B,2-1,김만수/12646 : 삼진 아웃,무사 1루 7:4
2017-10-01,KIA,8말,정용운,A,6 김만수,B,2-1,김만수/12646 : 삼진 아웃,1사 2루 2:20
2016-09-17,두산,9말,조승수,A,7 김만수,B,2-2,유격수 병살타,무사 1루 11:4
