date,opponent,inning,pitcher,p_class,batter,b_class,P,result,before
2017-04-02,kt,8말,심재민,A,6 김민식,B,2-3,좌익수 뜬공,1사  7:1
2017-04-08,한화,3말,송은범,A,9 김민식,B,0-0,유격수 뜬공,무사  1:2
2017-04-08,한화,5말,송은범,A,9 김민식,B,2-3,좌익수 뜬공,2사  1:2
2017-04-08,한화,8말,박정진,A,9 김민식,B,1-2,3루수 희생번트,"무사 1,2루 2:2"
2017-04-09,한화,3말,이태양,A,9 김민식,B,2-3,볼넷,1사  1:0
2017-04-09,한화,5말,이태양,A,9 김민식,B,2-2,2루수 땅볼,무사  1:1
2017-04-09,한화,7말,박정진,A,9 김민식,B,2-3,김민식/10707 : 삼진 아웃,1사 1루 1:1
2017-04-11,두산,8초,홍상삼,A,5 김민식,B,2-2,1루수 땅볼,2사  4:15
2017-04-12,두산,3초,함덕주,A,9 김민식,B,0-1,3루수 희생번트,무사 1루 0:0
2017-04-12,두산,4초,함덕주,A,9 김민식,B,2-2,2루수 땅볼,2사 1루 2:2
2017-04-13,두산,3초,니퍼트,A,9 김민식,B,2-2,김민식/10707 : 삼진 아웃,무사  0:0
2017-04-13,두산,4초,니퍼트,A,9 김민식,B,0-0,우익수 안타,"2사 1,2루 2:0"
2017-04-13,두산,7초,니퍼트,A,9 김민식,B,1-0,투수 번트 아웃,무사  3:0
2017-04-14,넥센,3말,한현희,A,9 김민식,B,1-1,우익수 안타,2사  0:0
2017-04-14,넥센,5말,한현희,A,9 김민식,B,0-0,좌익수 뜬공,1사 2루 1:1
2017-04-14,넥센,7말,한현희,A,9 김민식,B,1-1,중견수 뜬공,2사 1루 2:2
2017-04-15,넥센,1말,최원태,A,7 김민식,B,0-0,유격수 2루타,2사 1루 0:3
2017-04-15,넥센,3말,최원태,A,7 김민식,B,1-1,2루수 병살타,1사 1루 0:4
2017-04-15,넥센,6말,최원태,A,7 김민식,B,2-1,김민식/10707 : 삼진 아웃,1사  0:4
2017-04-16,넥센,2말,신재영,A,7 김민식,B,2-0,3루수 파울 뜬공,무사 1루 0:1
2017-04-16,넥센,5말,신재영,A,7 김민식,B,0-0,중견수 뜬공,무사  3:1
2017-04-16,넥센,6말,신재영,A,7 김민식,B,0-0,우익수 안타,"2사 1,2루 5:3"
2017-04-16,넥센,8말,이보근,A,7 김민식,B,1-3,볼넷,무사  5:6
2017-04-18,kt,3초,고영표,A,8 김민식,B,0-0,중견수 뜬공,1사  0:0
2017-04-18,kt,5초,고영표,A,8 김민식,B,2-2,1루수 땅볼,1사  0:0
2017-04-18,kt,6초,심재민,A,8 김민식,B,1-2,김민식/10707 : 좌익수 직선타 아웃,2사 1루 4:0
2017-04-18,kt,9초,이상화,A,8 김민식,B,2-3,2루수 땅볼,무사 3루 4:0
2017-04-19,kt,2초,로치,A,9 김민식,B,2-3,볼넷,1사 1루 1:0
2017-04-19,kt,4초,로치,A,9 김민식,B,2-3,볼넷,2사  1:1
2017-04-19,kt,6초,로치,A,9 김민식,B,2-1,투수 땅볼,2사  1:3
2017-04-19,kt,8초,심재민,A,9 김민식,B,2-1,김민식/10707 : 삼진 아웃,"2사 1,3루 1:3"
2017-04-20,kt,2초,정대현,A,9 김민식,B,0-1,좌익수 안타,무사 만루 1:1
2017-04-20,kt,4초,정대현,A,9 김민식,B,2-0,3루수 땅볼,무사  5:1
2017-04-20,kt,5초,주권,A,9 김민식,B,0-0,투수 병살타,1사 1루 8:1
2017-04-20,kt,8초,배제성,A,9 김민식,B,0-2,좌익수 뜬공,무사  9:2
2017-04-21,LG,2초,임찬규,A,8 김민식,B,2-3,김민식/10707 : 삼진 아웃,2사  0:1
2017-04-21,LG,5초,임찬규,A,8 김민식,B,2-0,김민식/10707 : 삼진 아웃,무사  1:2
2017-04-21,LG,7초,정찬헌,A,8 김민식,B,1-0,1루수 땅볼,1사  2:3
2017-04-22,LG,2초,차우찬,A,8 김민식,B,2-2,김민식/10707 : 삼진 아웃,2사 2루 0:0
2017-04-22,LG,5초,차우찬,A,8 김민식,B,2-0,좌익수 안타,무사  1:2
