date,opponent,inning,pitcher,p_class,batter,b_class,P,result,before
2016-05-31,LG,12초,윤지웅,A,7 홍재호,B,1-1,3루수 땅볼,1사 2루 6:6
2016-06-02,LG,7초,류제국,A,6 홍재호,B,2-2,홍재호/10027 : 삼진 아웃,2사 1루 1:9
2016-06-02,LG,9초,이승현,A,6 홍재호,B,2-1,3루수 땅볼,1사 1루 1:9
2016-06-03,넥센,9말,황덕균,A,7 홍재호,B,2-3,볼넷,2사  9:1
2016-06-05,넥센,9말,김세현,A,7 홍재호,B,2-3,중견수 뜬공,1사  4:3
2016-06-08,한화,9초,정우람,A,6 홍재호,B,1-1,3루수 땅볼,1사  3:5
2016-06-09,한화,9초,김재영,A,8 홍재호,B,1-0,투수 땅볼 실책[실책포함],1사 1루 9:1
2016-07-14,SK,8말,라라,A,4 홍재호,B,2-3,중견수 뜬공,2사  11:4
2016-07-21,롯데,8초,홍성민,A,4 홍재호,B,2-3,우익수 뜬공,"2사 1,2루 1:10"
2016-07-24,NC,9말,임창민,A,3 홍재호,B,2-1,홍재호/10027 : 삼진 아웃,1사 1루 8:2
2016-07-26,kt,8말,이상화,A,3 홍재호,B,1-0,중견수 희생플라이,"무사 1,3루 0:11"
2016-07-28,kt,7말,정성곤,A,5 홍재호,B,1-0,투수 땅볼,1사  1:8
2016-08-03,한화,9말,정대훈,A,6 홍재호,B,2-0,홍재호/10027 : 삼진 아웃,2사 1루 8:1
2016-08-05,삼성,7초,플란데,A,6 홍재호,B,2-1,좌익수 안타,무사  2:8
2016-08-06,삼성,8초,김현우,A,5 홍재호,B,0-0,홍재호/10027 : 투수 직선타 아웃,"무사 1,3루 13:5"
2016-08-07,삼성,9초,백정현,A,9 홍재호,B,2-3,볼넷,무사  5:11
