date,opponent,inning,pitcher,p_class,batter,b_class,P,result,before
2017-03-31,KIA,2말,헥터,A,6 이원석,B,2-2,우익수 뜬공,1사  1:0
2017-03-31,KIA,4말,헥터,A,6 이원석,B,2-2,2루수 뜬공,2사 1루 1:1
2017-03-31,KIA,7말,헥터,A,6 이원석,B,2-0,유격수 땅볼,1사  2:1
2017-03-31,KIA,9말,임기영,A,6 이원석,B,1-1,유격수 땅볼,2사  7:2
2017-04-01,KIA,2말,팻딘,A,6 이원석,B,1-0,2루수 뜬공,1사 1루 0:0
2017-04-01,KIA,5말,팻딘,A,6 이원석,B,2-2,1루수 땅볼,무사  2:0
2017-04-01,KIA,7말,팻딘,A,6 이원석,B,2-3,유격수 내야안타,1사  6:0
2017-04-02,KIA,2말,김윤동,A,6 이원석,B,2-3,볼넷,무사  0:1
2017-04-02,KIA,3말,김윤동,A,6 이원석,B,2-2,이원석/10180 : 삼진 아웃,2사 2루 0:4
2017-04-02,KIA,4말,홍건희,A,6 이원석,B,1-1,좌익수 안타,2사 1루 1:9
2017-04-02,KIA,5말,고효준,A,6 이원석,B,0-1,몸에 맞는 볼,1사 1루 1:15
2017-04-04,LG,2초,차우찬,A,6 이원석,B,1-0,중견수 뜬공,1사  0:6
2017-04-04,LG,4초,차우찬,A,6 이원석,B,1-0,중견수 뜬공,1사  0:9
2017-04-04,LG,6초,차우찬,A,6 이원석,B,0-0,좌익수 안타,1사 1루 0:9
2017-04-04,LG,8초,김대현,A,6 이원석,B,0-0,좌익수 안타,2사  0:11
2017-04-06,LG,2초,소사,A,6 이원석,B,1-0,유격수 땅볼,무사  0:1
2017-04-06,LG,5초,소사,A,6 이원석,B,2-2,2루수 뜬공,무사  0:1
2017-04-06,LG,7초,소사,A,6 이원석,B,2-2,좌익수 뜬공,1사  0:4
2017-04-07,kt,2초,로치,A,6 이원석,B,2-2,3루수 땅볼,무사  2:2
2017-04-07,kt,4초,로치,A,6 이원석,B,0-1,3루수 땅볼,2사 1루 2:2
2017-04-07,kt,6초,로치,A,6 이원석,B,2-2,유격수 땅볼,2사  2:2
2017-04-07,kt,9초,장시환,A,6 이원석,B,2-0,2루수 땅볼,무사  2:2
2017-04-08,kt,2초,정대현,A,7 이원석,B,2-3,우익수 뜬공,1사  0:1
2017-04-08,kt,4초,정대현,A,7 이원석,B,2-3,이원석/10180 : 삼진 아웃,1사 1루 0:1
2017-04-08,kt,7초,엄상백,A,7 이원석,B,1-2,투수 희생번트,무사 1루 0:1
2017-04-08,kt,9초,김재윤,A,7 이원석,B,2-3,3루수 땅볼,무사 1루 0:1
2017-04-09,kt,2초,피어밴드,A,6 이원석,B,2-1,유격수 땅볼,2사  0:0
