date,opponent,inning,pitcher,p_class,batter,b_class,P,result,before
2017-07-09,두산,8말,김강률,A,7 이원재,B,0-0,유격수 뜬공,"1사 1,2루 3:8"
2017-07-11,KIA,4초,헥터,A,7 이원재,B,2-2,이원재/12999 : 삼진 아웃,"1사 1,2루 0:7"
2017-07-11,KIA,6초,헥터,A,7 이원재,B,2-1,2루수 땅볼,무사  3:7
2017-07-11,KIA,8초,임기영,A,7 이원재,B,2-3,3루수 땅볼,무사  4:7
