이름,타율,출루,장타,ops,wOBA,wRC+
장성우,0.2563111111111111,0.3292,0.39399999999999996,0.7234,0.32326666666666665,82.06888888888888
황재균,0.2850879120879121,0.351,0.45173626373626374,0.8027252747252748,0.35645054945054944,106.25274725274727
박기혁,0.2328235294117647,0.30368627450980396,0.2868104575163399,0.5906339869281046,0.2738169934640523,51.64117647058824
심우준,0.255,0.28669999999999995,0.356,0.6428,0.2821,52.7
오태곤,0.2349642857142857,0.32275,0.3880357142857143,0.7106071428571428,0.3196785714285714,78.52142857142857
박경수,0.25972527472527474,0.36310989010989014,0.4117802197802198,0.7747252747252747,0.34825274725274724,100.53846153846155
정현,0.26416666666666666,0.3138333333333333,0.39349999999999996,0.7071666666666667,0.3071666666666667,70.93333333333334
송민섭,0.182,0.21366666666666667,0.22,0.43333333333333335,0.189,-7.533333333333337
로하스,0.30366666666666664,0.37600000000000006,0.5800000000000001,0.9563333333333335,0.40266666666666673,133.9
강백호,0.290,0.356,0.524,0.879,0.375,115.3
유한준,0.31018181818181817,0.3797424242424242,0.4656212121212121,0.8452575757575757,0.37616666666666665,117.85
배정대,0.202,0.22483333333333333,0.21900000000000003,0.44383333333333336,0.207,2.249999999999999
김진곤,0.25866666666666666,0.27366666666666667,0.3826666666666667,0.6563333333333334,0.2886666666666667,58.366666666666674
