이름,타율,출루,장타,ops,wOBA,wRC+
이재원,0.29511538461538467,0.3687948717948718,0.44710256410256416,0.8157948717948719,0.3651025641025641,113.14102564102566
허도환,0.22458333333333336,0.31344444444444447,0.33552777777777776,0.6488055555555555,0.293,60.90833333333333
이성우,0.2345090909090909,0.2727272727272727,0.2774,0.5505636363636364,0.24841818181818182,32.91272727272727
최정,0.2924615384615385,0.39708791208791205,0.5525384615384616,0.9496483516483516,0.4120109890109891,143.64395604395605
로맥,0.29133333333333333,0.384,0.5826666666666667,0.9666666666666667,0.4073333333333334,135.16666666666669
강승호,0.24613333333333334,0.3122666666666667,0.3506666666666667,0.6629333333333334,0.2932666666666667,63.86
나주환,0.26309558823529416,0.3163455882352942,0.39869117647058827,0.7151176470588235,0.3099411764705882,75.9764705882353
박정권,0.2600769230769231,0.32930769230769236,0.4556538461538462,0.7848974358974359,0.3453589743589744,98.87564102564102
최항,0.30233333333333334,0.37300000000000005,0.4416666666666667,0.8150000000000002,0.3603333333333334,107.83333333333334
박승욱,0.2593,0.35309999999999997,0.34240000000000004,0.6948000000000001,0.3175,78.55
김강민,0.2747941176470588,0.34125,0.41650000000000004,0.7576838235294119,0.33935294117647063,96.89926470588237
정진기,0.2053,0.24850000000000003,0.3038,0.5523,0.2479,33.82000000000001
윤정우,0.21500000000000002,0.2716,0.3204,0.5922000000000001,0.2659,44.06
김동엽,0.2743333333333333,0.3121666666666667,0.4915,0.8041666666666667,0.3438333333333333,93.19999999999999
한동민,0.27876190476190477,0.35823809523809524,0.49090476190476184,0.8488095238095237,0.37033333333333335,112.91428571428571
