이름,타율,출루,장타,ops,wOBA,wRC+
최재훈,0.2669111111111111,0.3463777777777778,0.3152444444444444,0.6614444444444445,0.3106,74.74888888888889
지성준,0.2666666666666667,0.2966666666666667,0.385,0.681,0.30000000000000004,65.20000000000002
김창혁,0.200,0.200,0.300,0.500,0.216,12.5
송광민,0.29056363636363636,0.3324363636363636,0.43387272727272724,0.7661818181818182,0.33921818181818175,91.51454545454544
이성열,0.2533761904761905,0.3292857142857143,0.4253571428571429,0.7549095238095238,0.3377952380952381,94.2290476190476
백창수,0.2853333333333333,0.3642380952380952,0.46480952380952384,0.8288095238095238,0.3627142857142857,110.78095238095237
정근우,0.30528571428571427,0.38144761904761904,0.43588571428571427,0.8174190476190476,0.36717142857142854,113.33333333333334
오선진,0.23177777777777775,0.3015111111111111,0.28631111111111107,0.5878222222222221,0.2746444444444444,53.62444444444444
정은원,0.249,0.324,0.363,0.688,0.308,71.5
강경학,0.23033333333333333,0.31993333333333335,0.31853333333333333,0.6386666666666667,0.2942666666666667,60.88666666666667
하주석,0.2533333333333333,0.2968571428571428,0.34814285714285714,0.6447619047619049,0.29004761904761905,59.38095238095238
오선진,0.23177777777777775,0.3015111111111111,0.28631111111111107,0.5878222222222221,0.2746444444444444,53.62444444444444
정경운,0.12333333333333334,0.13899999999999998,0.14533333333333334,0.2836666666666667,0.126,-46.96666666666667
김회성,0.22128571428571428,0.33378571428571424,0.39242857142857146,0.7261428571428571,0.3246785714285714,80.71071428571429
양성우,0.2584,0.3443,0.3354,0.6797,0.315,77.6
최진행,0.2735757575757576,0.3649090909090909,0.44881818181818184,0.8135151515151514,0.36478787878787877,109.91969696969696
박준혁,0.19583333333333333,0.20733333333333334,0.3375,0.5448333333333333,0.23349999999999999,21.900000000000002
강상원,0.214,0.214,0.286,0.500,0.222,16.8
김민하,0.2212,0.2811,0.33240000000000003,0.6131,0.27290000000000003,47.540000000000006
장민석,0.23428888888888888,0.29219999999999996,0.30019999999999997,0.5924444444444443,0.27284444444444444,50.53555555555556
장진혁,0.214,0.313,0.357,0.670,0.304,69.2
이용규,0.30095,0.3856,0.36666666666666664,0.7521833333333333,0.3514833333333333,103.4425
호잉,0.306,0.370,0.573,0.942,0.391,124.8
